var,state,year,value
,base,2048,47.0912
,base,2049,47.5501
,base,2020,206.98
,base,2021,211.89940000000001
,base,2022,209.4991
,base,2023,215.3747
,base,2024,219.0247
,base,2025,222.437
,base,2026,226.6242
,base,2027,230.6503
,base,2028,234.66
,base,2029,238.6271
,base,2030,242.5567
,base,2031,246.4517
,base,2032,250.3148
,base,2033,254.1478
,base,2034,257.9539
,base,2035,261.7358
,base,2036,265.497
,base,2037,269.2475
,base,2038,272.99
,base,2039,276.7259
,base,2040,280.4566
,base,2041,284.1842
,base,2042,287.9094
,base,2043,291.6335
,base,2044,295.3587
,base,2045,299.0862
,base,2046,302.8182
,base,2047,306.5577
,base,2048,310.308
,base,2049,314.0719
,base,2020,22.0574
,base,2021,21.949
,base,2022,21.6581
,base,2023,21.5114
,base,2024,21.7567
,base,2025,21.6269
,base,2026,21.5407
,base,2027,21.4618
,base,2028,21.3901
,base,2029,21.3217
,base,2030,21.2549
,base,2031,21.1887
,base,2032,21.1223
,base,2033,21.0551
,base,2034,20.9868
,base,2035,20.9174
,base,2036,20.8467
,base,2037,20.7752
,base,2038,20.7028
,base,2039,20.6297
,base,2040,20.5559
,base,2041,20.4814
,base,2042,20.4064
,base,2043,20.3309
,base,2044,20.255
,base,2045,20.1789
,base,2046,20.1027
,base,2047,20.0264
,base,2048,19.9502
,base,2049,19.8742
,base,2020,14.9263
,base,2021,14.1871
,base,2022,13.7715
,base,2023,13.6398
,base,2024,13.816
,base,2025,13.7806
,base,2026,13.7838
,base,2027,13.8076
,base,2028,13.8513
,base,2029,13.9027
,base,2030,13.9322
,base,2031,13.9178
,base,2032,13.879
,base,2033,13.8356
,base,2034,13.7913
,base,2035,13.7463
,base,2036,13.7007
,base,2037,13.6547
,base,2038,13.6083
,base,2039,13.5616
,base,2040,13.5146
,base,2041,13.4673
,base,2042,13.4198
,base,2043,13.3722
,base,2044,13.3244
,base,2045,13.2767
,base,2046,13.2289
,base,2047,13.1813
,base,2048,13.1338
,base,2049,13.0867
,base,2020,3.071
,base,2021,3.0891
,base,2022,3.0786
,base,2023,3.0883
,base,2024,3.1565
,base,2025,3.1712
,base,2026,3.1922
,base,2027,3.2139
,base,2028,3.2366
,base,2029,3.2597
,base,2030,3.2831
,base,2031,3.3065
,base,2032,3.3301
,base,2033,3.3535
,base,2034,3.3769
,base,2035,3.4002
,base,2036,3.4233
,base,2037,3.4464
,base,2038,3.4695
,base,2039,3.4925
,base,2040,3.5155
,base,2041,3.5385
,base,2042,3.5614
,base,2043,3.5844
,base,2044,3.6074
,base,2045,3.6304
,base,2046,3.6534
,base,2047,3.6766
,base,2048,3.6998
,base,2049,3.7232
,base,2020,5.9716
,base,2021,6.1628
,base,2022,6.5078
,base,2023,6.8963
,base,2024,7.4486
,base,2025,7.8564
,base,2026,8.3113
,base,2027,8.784
,base,2028,9.2778
,base,2029,9.7801
,base,2030,10.2707
,base,2031,10.7385
,base,2032,11.196
,base,2033,11.6542
,base,2034,12.1152
